9.802,10.132,2
10.35,9.768,2
10.098,9.988,2
9.73,9.91,2
9.754,10.43,2
9.836,9.902,2
10.238,9.866,2
9.53,9.862,0
10.154,9.82,2
9.336,10.456,0
9.378,10.21,0
9.712,10.264,2
9.638,10.208,2
9.518,9.956,0
10.236,9.91,2
9.4,10.086,0
10.196,9.746,2
10.138,9.828,2
10.062,10.26,2
10.394,9.984,2
10.284,10.348,2
9.706,9.978,2
9.906,10.588,2
10.356,9.198,1
9.954,9.704,2
9.796,10.378,2
10.386,10.608,2
10.41,9.912,2
10.172,10.598,2
10.286,9.712,2
9.932,10.234,2
10.298,9.948,2
10.352,9.932,2
9.848,10.328,2
10.514,10.498,2
9.944,9.934,2
9.92,10.022,2
9.908,10.606,2
10.182,9.99,2
10.256,9.25,1
12.04,10.028,2
12.082,10.044,2
12.4,10.156,2
11.988,9.926,2
12.34,9.918,2
12.228,9.978,2
12.348,10.488,2
12.044,9.358,1
11.736,10.122,2
12.35,9.798,2
11.246,10.122,2
12.276,10.99,2
12.374,10.018,2
12.53,10.0,2
12.27,9.792,2
12.364,10.176,2
12.458,10.18,2
11.952,9.682,2
11.772,9.924,2
11.502,10.008,2
12.134,9.482,1
11.628,10.286,2
12.064,9.616,1
11.906,9.82,2
11.736,10.29,2
12.114,10.904,2
11.59,9.712,2
12.648,9.814,2
12.164,11.018,2
12.22,9.796,2
11.846,9.634,1
11.808,10.058,2
12.096,9.846,2
11.594,10.078,2
12.252,9.938,2
11.998,9.676,2
11.894,10.012,2
12.274,9.936,2
12.176,10.364,2
12.104,10.388,2
11.372,11.466,2
10.94,11.482,2
11.084,11.554,2
11.232,11.374,2
11.22,11.64,2
10.962,11.75,2
11.014,11.746,2
11.524,10.982,2
11.012,11.364,2
11.626,11.894,2
11.23,11.728,2
11.144,11.91,2
11.106,11.868,2
11.53,11.918,2
11.21,11.114,2
10.746,11.702,2
11.154,11.692,2
11.412,11.924,2
10.948,11.532,2
10.988,12.298,2
10.96,11.392,2
11.656,11.346,2
11.178,12.062,2
11.368,11.56,2
11.264,11.724,2
11.554,11.576,2
10.974,11.114,2
11.12,11.634,2
11.51,12.052,2
10.95,11.402,2
11.864,12.406,2
11.198,10.854,2
11.65,11.496,2
11.248,11.722,2
11.602,11.888,2
11.424,11.454,2
11.312,11.718,2
10.736,11.68,2
11.56,11.798,2
10.028,12.268,2
9.282,11.976,2
9.178,11.53,0
9.954,12.398,2
9.622,11.558,2
9.914,11.844,2
9.07,11.092,0
10.578,11.354,2
9.582,12.14,2
9.622,11.528,2
9.35,11.71,2
10.234,11.974,2
8.986,12.31,0
9.438,12.11,2
9.592,12.012,2
9.666,11.88,2
9.364,12.012,2
9.71,11.772,2
9.992,11.836,2
9.916,12.028,2
9.382,12.226,2
9.808,12.23,2
9.272,12.152,2
9.392,11.18,0
9.28,11.976,2
9.848,11.632,2
9.322,11.514,0
9.718,11.95,2
9.12,11.76,0
8.978,12.37,0
10.072,12.202,2
9.966,11.822,2
9.506,11.648,2
9.702,11.536,2
9.45,11.96,2
9.916,11.962,2
9.96,11.538,2
9.014,11.744,0
9.024,11.846,0
10.296,11.61,2
7.87,10.838,0
8.164,10.534,0
8.214,10.62,0
8.166,10.698,0
8.05,10.746,0
7.978,11.13,0
8.08,10.992,0
8.472,11.082,0
8.494,10.584,0
8.354,10.38,0
8.096,10.714,0
7.882,10.832,0
7.908,11.346,0
7.814,10.872,0
8.28,10.104,0
8.082,10.676,0
8.068,10.118,0
8.116,10.698,0
8.042,10.79,0
8.096,10.878,0
8.124,10.932,0
8.632,11.124,0
8.27,10.716,0
7.622,10.148,0
8.198,11.398,0
8.582,11.064,0
7.942,11.076,0
8.004,10.574,0
8.504,11.378,0
8.118,11.012,0
7.874,11.296,0
7.668,10.924,0
7.966,10.72,0
7.94,10.996,0
7.988,11.228,0
8.164,11.112,0
8.386,10.772,0
8.248,10.994,0
8.224,10.316,0
7.976,9.578,0
7.876,8.796,0
8.172,9.01,0
8.068,9.202,0
8.416,8.654,0
8.71,8.458,0
8.056,8.434,0
7.304,9.266,0
8.118,8.608,0
7.616,9.446,0
8.092,8.956,0
8.368,8.968,0
8.022,9.334,0
8.32,9.062,0
7.832,8.952,0
7.704,8.672,0
8.236,9.108,0
8.37,8.904,0
8.352,8.896,0
8.046,9.228,0
7.71,9.538,0
8.534,8.55,0
7.996,9.172,0
8.046,9.204,0
8.622,9.174,0
7.776,8.898,0
8.226,9.038,0
7.904,9.194,0
7.874,8.856,0
7.992,8.952,0
8.262,9.468,0
8.088,9.294,0
8.034,9.792,0
8.352,9.016,0
7.85,9.334,0
8.404,9.366,0
7.892,8.808,0
8.202,9.232,0
7.668,9.026,0
8.242,9.308,0
9.432,8.61,1
10.066,8.19,1
9.146,8.044,1
9.662,7.866,1
9.6,7.874,1
8.618,8.552,0
9.334,7.658,1
9.424,7.83,1
8.892,8.166,1
9.386,7.746,1
9.878,8.054,1
9.558,7.948,1
9.222,8.002,1
9.52,8.282,1
9.76,7.932,1
9.568,8.052,1
9.736,7.552,1
9.584,8.478,1
9.358,8.242,1
9.404,7.79,1
9.458,8.54,1
9.482,7.766,1
8.844,8.024,1
9.29,8.472,1
9.274,7.566,1
9.11,8.014,1
9.542,7.688,1
9.432,8.122,1
9.786,8.066,1
9.382,7.664,1
9.404,8.228,1
9.146,8.158,1
9.622,8.004,1
10.286,7.892,1
9.43,7.676,1
9.44,8.058,1
9.788,7.684,1
9.586,7.91,1
9.694,7.448,1
9.576,7.866,1
11.442,8.688,1
11.466,8.558,1
10.674,8.936,1
11.23,8.126,1
11.614,8.588,1
11.59,8.496,1
11.536,7.586,1
11.638,8.266,1
11.16,8.43,1
10.904,8.532,1
11.284,8.742,1
11.25,8.192,1
10.84,8.218,1
11.798,8.836,1
11.51,8.094,1
10.932,7.796,1
11.404,8.206,1
11.088,8.326,1
11.334,8.17,1
11.272,8.394,1
11.59,8.408,1
11.212,8.516,1
11.566,8.024,1
11.246,8.584,1
11.252,8.566,1
10.78,8.294,1
11.04,8.322,1
11.198,7.886,1
11.168,8.262,1
11.88,8.08,1
11.356,8.586,1
11.182,8.342,1
11.696,8.906,1
11.282,8.28,1
10.718,8.534,1
10.444,8.684,1
11.124,8.618,1
11.392,8.94,1
11.212,8.308,1
16.674,9.638,1
16.162,10.302,2
16.612,10.218,1
16.1,9.702,1
16.404,10.072,1
15.93,10.106,1
16.128,9.888,1
16.41,10.188,1
15.982,9.92,1
16.224,10.02,1
16.296,9.458,1
16.586,10.174,1
16.314,10.716,2
16.278,9.452,1
16.622,9.652,1
16.22,9.494,1
16.626,10.162,1
16.982,10.596,2
16.27,10.128,1
16.202,9.7,1
16.532,9.776,1
17.124,9.726,1
16.47,9.698,1
16.004,10.28,2
16.366,9.796,1
16.268,9.522,1
16.13,9.748,1
16.67,10.498,2
16.488,10.542,2
16.57,10.21,1
16.456,10.112,1
16.482,9.986,1
16.584,9.754,1
16.1,9.93,1
16.226,9.67,1
16.448,9.566,1
16.436,9.41,1
16.502,9.98,1
16.418,9.966,1
14.362,14.644,2
14.138,14.63,2
14.064,15.072,2
13.692,14.958,2
14.238,15.296,2
13.73,15.128,2
13.952,14.868,2
13.986,14.77,2
13.916,14.996,2
13.874,14.954,2
14.168,15.276,2
14.278,15.152,2
14.098,14.9,2
13.764,15.212,2
13.948,14.218,2
14.13,14.838,2
13.362,14.932,2
13.546,14.844,2
14.13,15.11,2
13.816,14.602,2
14.386,14.686,2
13.786,14.726,2
14.204,14.822,2
13.856,15.206,2
14.074,14.384,2
13.68,14.988,2
14.204,14.976,2
13.388,15.39,2
13.708,15.048,2
14.114,15.366,2
14.4,15.04,2
14.194,15.04,2
13.888,15.436,2
13.958,15.322,2
13.922,14.802,2
13.652,14.602,2
14.294,14.996,2
13.81,14.526,2
13.408,15.34,2
13.834,14.778,2
8.826,16.474,3
8.33,16.488,3
8.468,16.378,3
8.904,15.846,3
8.662,16.354,3
8.684,16.776,3
8.33,16.066,3
8.904,16.402,3
8.778,16.486,3
8.81,16.458,3
